iter	RMSE
190	1472821.093
191	1470618.462
192	1469235.071
193	1467790.454
194	1467111.764
195	1466498.509
196	1466102.057
197	1465102.519
198	1464802.177
199	1464280.717
200	1463524.807
201	1463202.965
202	1462279.646
203	1461945.42
204	1461674.869
205	1461197.559
206	1459953.992
207	1459555.611
208	1459199.132
209	1458856.292
210	1458135.793
211	1456879.484
212	1456315.93
213	1455420.986
214	1455207.836
215	1454867.657
216	1453463.247
217	1453209.692
218	1452946.011
219	1452041.323
220	1451497.273
221	1450712.293
222	1450272.699
223	1449988.391
224	1448150.358
225	1447104
226	1446241.591
227	1445515.626
228	1444960.896
229	1444173.944
230	1442664.235
231	1441626.218
232	1441540.951
233	1440672.213
234	1439319.669
235	1438883.712
236	1438644.787
237	1438559.172
238	1437655.103
239	1436807.165
240	1436093.229
241	1435907.981
242	1434713.759
243	1434203.129
244	1434090.449
245	1433992.849
246	1433745.682
247	1433012.022
248	1432958.717
249	1432007.442
250	1430763.434
251	1430411.984
252	1429771.054
253	1428605.536
254	1428247.334
255	1428187.79
256	1427141.603
257	1426100.567
258	1425697.105
259	1425222.754
260	1424158.834
261	1423817.222
262	1423176.553
263	1422654.646
264	1422156.115
265	1421815.861
266	1421405.935
267	1421219.938
268	1420672.056
269	1420166.211
270	1420124.815
271	1419872.422
272	1419303.49
273	1418676.932
274	1417549.13
275	1416591.748
276	1415892.551
277	1415294.001
278	1414966.414
279	1414316.542
280	1413822.033
281	1413640.401
282	1412646.913
283	1411690.217
284	1410603.11
285	1409994.397
286	1409333.889
287	1408776.067
288	1407978.225
289	1407484.185
290	1406617.579
291	1406332.122
292	1405789.189
293	1405210.071
294	1404447.116
295	1403526.503
296	1402016.249
297	1401135.245
298	1400633.985
299	1400352.426
300	1399697.832
301	1399324.709
302	1398599.545
303	1397634.634
304	1396869.139
305	1396531.881
306	1395800.426
307	1395330.579
308	1394238.694
309	1393749.247
310	1393044.838
311	1392559.886
312	1392105.476
313	1391257.72
314	1390587.839
315	1390103.936
316	1389645.646
317	1389139.088
318	1388809.017
319	1388379.349
320	1387428.072
321	1386715.053
322	1385941.588
323	1385311.316
324	1384576.728
325	1383924.874
326	1383836.608
327	1383179.921
328	1382724.599
329	1382305.092
330	1381865.407
331	1381321.427
332	1381121.771
333	1380715.812
334	1379684.396
335	1378982.181
336	1378628.87
337	1377425.172
338	1377062.28
339	1376174.919
340	1375636.237
341	1374844.166
342	1374506.752
343	1373529.055
344	1372845.555
345	1372427.518
346	1371601.057
347	1371075.097
348	1370774.997
349	1370305.132
350	1369902.304
351	1369382.782
352	1369091.964
353	1368490.777
354	1367693.136
355	1366992.374
356	1366556.224
357	1366091.523
358	1365892.101
359	1365484.106
360	1365049.355
361	1364618.98
362	1364118.879
363	1363572.267
364	1363004.369
365	1362494.975
366	1362242.516
367	1361749.831
368	1361221.506
369	1360522.321
370	1360052.541
371	1359793.664
372	1359477.933
373	1359004.161
374	1358425.579
375	1357638.857
376	1357349.146
377	1356409.894
378	1356063.35
379	1355618.34
380	1355079.707
381	1354619.584
382	1354077.834
383	1353807.716
384	1353671.799
385	1353100.739
386	1352717.048
387	1351806.845
388	1351102.902
389	1350600.925
390	1349985.494
391	1349319.308
392	1348715.78
393	1348524.835
394	1347700.243
395	1347316.184
396	1346685.542
397	1346201.631
398	1345522.081
399	1345154.328
400	1344445.695
401	1344052.632
402	1343680.381
403	1343113.243
404	1343057.383
405	1342885.626
406	1342751.48
407	1342145.876
408	1341716.281
409	1341556.53
410	1340958.68
411	1340545.649
412	1339847.977
413	1339610.753
414	1339195.918
415	1338595.057
416	1338284.959
417	1338144.04
418	1337465.194
419	1337319.491
420	1337045.462
421	1336445.5
422	1336247.274
423	1335185.791
424	1334740.385
425	1334251.985
426	1333617.5
427	1333303.068
428	1332840.797
429	1332452.268
430	1332003.886
431	1331390.827
432	1331086.894
433	1330989.743
434	1330667.855
435	1330189.461
436	1329953.972
437	1329416.131
438	1328594.737
439	1328156.617
440	1327819.799
441	1327616.125
442	1327284.871
443	1326811.673
444	1326558.666
445	1326040.389
446	1325606.114
447	1325211.557
448	1324716.237
449	1324289.572
450	1323950.149
451	1323783.11
452	1323197.98
453	1322652.865
454	1322237.981
455	1321900.893
456	1321481.411
457	1320902.029
458	1320698.691
459	1320141.079
460	1320002.205
461	1319488.862
462	1319187.163
463	1319071.943
464	1318756.321
465	1318433.966
466	1318217.646
467	1317980.424
468	1317436.348
469	1317099.776
470	1316570.392
471	1316026.991
472	1315723.863
473	1315478.013
474	1315148.976
475	1314212.54
476	1313686.445
477	1312847.031
478	1312563.348
479	1312167.935
480	1311843.064
481	1311633.143
482	1311493.581
483	1310707.875
484	1310404.517
485	1309881.996
486	1309640.925
487	1309209.456
488	1309000.059
489	1308520.512
490	1308245.547
491	1308068.965
492	1307859.432
493	1307350.582
494	1307044.876
495	1306699.109
496	1306104.291
497	1305700.811
498	1305160.255
499	1304657.85
500	1304499.134
501	1304128.26
502	1304014.748
503	1303401.179
504	1303108.294
505	1302930.257
506	1302727.012
507	1302385.749
508	1302238.888
509	1302029.758
510	1301559.936
511	1301214.701
512	1300908.807
513	1300667.706
514	1300435.811
515	1300153.828
516	1299771.469
517	1299317.999
518	1298969.414
519	1298776.941
520	1298559.717
521	1298202.15
522	1297806.206
523	1297450.886
524	1297209.899
525	1296889.269
526	1296399.717
527	1296249.364
528	1295554.041
529	1295353.501
530	1294745.93
531	1294328.846
532	1293785.87
533	1293564.054
534	1293085.912
535	1292811.099
536	1292623.089
537	1292295.583
538	1291780.275
539	1291481.698
540	1291137.941
541	1290874.536
542	1290338.652
543	1289966.097
544	1289712.94
545	1289305.085
546	1289121.885
547	1288893.879
548	1288614.224
549	1288250.284
550	1288044.33
551	1287425.733
552	1287276.769
553	1287143.409
554	1286689.69
555	1286453.557
556	1286038.503
557	1285845.344
558	1285453.748
559	1285149.945
560	1284894.413
561	1284505.763
562	1284241.411
563	1284061.448
564	1283730.114
565	1283615.294
566	1283270.982
567	1282916.589
568	1282749.755
569	1282476.251
570	1282303.98
571	1281977.433
572	1281641.878
573	1281416.398
574	1280992.938
575	1280491.202
576	1280091.418
577	1279885.168
578	1279732.32
579	1279367.051
580	1279161.564
581	1278948.105
582	1278641.524
583	1278018.589
584	1277655.257
585	1277596.712
586	1277505.235
587	1277314.787
588	1277023.19
589	1276379.789
590	1275968.088
591	1275665.4
592	1275496.839
593	1275273.771
594	1274929.292
595	1274136.585
596	1273597.202
597	1273154.727
598	1272935.481
599	1272773.892
600	1272371.903
601	1272015.926
602	1271470.572
603	1271327.07
604	1271127.943
605	1270720.882
606	1270093.552
607	1269781.788
608	1269557.629
609	1269206.65
610	1268877.187
611	1268428.54
612	1268125.39
613	1267901.519
614	1267559.425
615	1267231.38
616	1266995.88
617	1266736.674
618	1266422.297
619	1266225.133
620	1265695.162
621	1265154.85
622	1264975.377
623	1264474.362
624	1264128.954
625	1263986.193
626	1263881.995
627	1263697.347
628	1263429.611
629	1263165.362
630	1262701.064
631	1262140.746
632	1261691.69
633	1261294.304
634	1261149.515
635	1260791.12
636	1260618.264
637	1260202.576
638	1259990.471
639	1259600.53
640	1259441.573
641	1259366.815
642	1259190.666
643	1258882.558
644	1258587.509
645	1258487.145
646	1258115.837
647	1257933.818
648	1257803.708
649	1257233.847
650	1256896.521
651	1256395.113
652	1256292.865
653	1256156.298
654	1255895.989
655	1255757.321
656	1255227.75
657	1254935.586
658	1254676.811
659	1254430.73
660	1254026.588
661	1253661.509
662	1253475.617
663	1252879.194
664	1252577.048
665	1252443.083
666	1251887.014
667	1251540.546
668	1251265.365
669	1250744.378
670	1250496.084
671	1250180.11
672	1249865.036
673	1249608.405
674	1249419.028
675	1248859.038
676	1248562.751
677	1248227.259
678	1248045.06
679	1247879.988
680	1247758.793
681	1247606.402
682	1247151.701
683	1246870.621
684	1246744.982
685	1246346.77
686	1245975.693
687	1245710.567
688	1245473.039
689	1245340.218
690	1244788.443
691	1244753.674
692	1244388.946
693	1243863.361
694	1243503.598
695	1243336.082
696	1243104.388
697	1242905.984
698	1242786.653
699	1242296.521
700	1242120.869
701	1241811.468
702	1241418.903
703	1241214.906
704	1241018.859
705	1240791.51
706	1240554.086
707	1239998.519
708	1239711.789
709	1239640.843
710	1239437.027
711	1239069.136
712	1238854.345
713	1238430.95
714	1238268.047
715	1237929.417
716	1237619.311
717	1237268.562
718	1236843.703
719	1236367.431
720	1236188.626
721	1235907.524
722	1235586.982
723	1235311.675
724	1235029.376
725	1234655.769
726	1234202.983
727	1233901.138
728	1233530.95
729	1233158.657
730	1233035.725
731	1232388.743
732	1232250.09
733	1231940.567
734	1231194.087
735	1231085.254
736	1230799.939
737	1230605.239
738	1230463.794
739	1230326.261
740	1230192.654
741	1229971.253
742	1229763.177
743	1229517.957
744	1229154.62
745	1228826.603
746	1228720.822
747	1228411.609
748	1228238.527
749	1228126.908
750	1227622.29
751	1227382.137
752	1226968.215
753	1226573.36
754	1226453.453
755	1226106.418
756	1225719.49
757	1225571.712
758	1225352.734
759	1224979.003
760	1224758.393
761	1224575.538
762	1224514.509
763	1224240.212
764	1224200.878
765	1223842.789
766	1223687.249
767	1223268.71
768	1222861.383
769	1222613.755
770	1222179.017
771	1221971.447
772	1221657.513
773	1221491.152
774	1221002.089
775	1220832.292
776	1220711.998
777	1220326.252
778	1220198.771
779	1220006.581
780	1219799.005
781	1219589.959
782	1219400.273
783	1219125.276
784	1218933.742
785	1218741.284
786	1218358.905
787	1218194.318
788	1217912.07
789	1217362.186
790	1217208.56
791	1217088.904
792	1216960.542
793	1216735.922
794	1216423.984
795	1215959.037
796	1215861.457
797	1215687.23
798	1215249.271
799	1215002.757
800	1214872.763
801	1214742.119
802	1214455.311
803	1214404.694
804	1214238.633
805	1214160.714
806	1213828.161
807	1213746.375
808	1213559.484
809	1213214.259
810	1212986.139
811	1212808.857
812	1212497.481
813	1212396.079
814	1212315.337
815	1212193.098
816	1211876.319
817	1211585.745
818	1211529.147
819	1211335.626
820	1211090.516
821	1210888.79
822	1210623.721
823	1210268.4
824	1210055.767
825	1209729.889
826	1209396.34
827	1209127.619
828	1208712.855
829	1208380.715
830	1208031.31
831	1207696.352
832	1207580.206
833	1207387.678
834	1207159.195
835	1206786.295
836	1206543.915
837	1206377.742
838	1205816.163
839	1205683.906
840	1205444.379
841	1205313.52
842	1205115.748
843	1204759.53
844	1204558.578
845	1204370.447
846	1204139.877
847	1203778.488
848	1203573.528
849	1203463.016
850	1203175.472
851	1203065.785
852	1202626.427
853	1202314.889
854	1201879.686
855	1201739.232
856	1201488.276
857	1201266.82
858	1201103.082
859	1200923.878
860	1200350.065
861	1200197.603
862	1200137.436
863	1199830.064
864	1199638.083
865	1199305.614
866	1198997.799
867	1198795.606
868	1198635.576
869	1198250.972
870	1197934.684
871	1197794.606
872	1197517.446
873	1197015.998
874	1196881.838
875	1196610.185
876	1196372.964
877	1196191.96
878	1195990.823
879	1195588.763
880	1195288.985
881	1195167.992
882	1194955.29
883	1194805.34
884	1194652.407
885	1194547.261
886	1194330.927
887	1194109.859
888	1193832.486
889	1193567.941
890	1193397
891	1193124.745
892	1192972.124
893	1192587.996
894	1192196.708
895	1192053.359
896	1191845.738
897	1191628.244
898	1191128.518
899	1190761.767
900	1190400.643
901	1189811.784
902	1189590.671
903	1189336.987
904	1189096.307
905	1188813.638
906	1188565.215
907	1188472.296
908	1188277.924
909	1188094.424
910	1187834.456
911	1187499.495
912	1187374.985
913	1187092.944
914	1186934.852
915	1186812.389
916	1186766.691
917	1186619.799
918	1186355.915
919	1186268.237
920	1186240.261
921	1186006.134
922	1185901.479
923	1185542.865
924	1185306.871
925	1185196.157
926	1185041.051
927	1184761.199
928	1184506.165
929	1184426.961
930	1184117.454
931	1183859.619
932	1183774.95
933	1183509.575
934	1183378.094
935	1183201.355
936	1183024.368
937	1182804.903
938	1182650.035
939	1182605.502
940	1182416.685
941	1182344.44
942	1182145.73
943	1182011.619
944	1181577.351
945	1181474.053
946	1181220.412
947	1181060.71
948	1180844.672
949	1180548.342
950	1180302.267
951	1180058.937
952	1179839.495
953	1179666.329
954	1179636.08
955	1179387.208
956	1179149.442
957	1178828.611
958	1178611.621
959	1178484.306
960	1178051.952
961	1177893.064
962	1177399.298
963	1177334.461
964	1176988.12
965	1176927.219
966	1176555.57
967	1176377.954
968	1175876.202
969	1175522.973
970	1175346.994
971	1175066.674
972	1174741.68
973	1174513.25
974	1174220.029
975	1174098.543
976	1173804.869
977	1173667.972
978	1173317.183
979	1173155.194
980	1172930.268
981	1172571.472
982	1172353.101
983	1172125.71
984	1171924.417
985	1171882.04
986	1171727.447
987	1171626.826
988	1171481.862
989	1171248.224
990	1171152.037
991	1171027.407
992	1170921.18
993	1170851.699
994	1170734.912
995	1170642.527
996	1170539.28
997	1170239.297
998	1169920.915
999	1169801.112
